"dpt_cdc","prov_cdc","n","pob","y1","ylog","x1","sd","id","y__cascade","y_se__cascade","y_ranef__cascade"
"ANCASH","SANTA",7,468829,1.49308169929761e-05,-11.1054079981933,10,257.934067283247,"1066",-11.1054079981933,257.934067283247,"1066"
"ANCASH","SANTA",29,468829,6.18562418280439e-05,-9.68908219906403,11,127.044967619418,"1067",-9.68908219906403,127.044967619418,"1067"
"ANCASH","SANTA",38,468829,8.10530065332989e-05,-9.41917421560434,12,111.006316800104,"1068",-9.41917421560434,111.006316800104,"1068"
"ANCASH","SANTA",60,468829,0.000127978431368367,-8.9628677366309,13,88.3612803247815,"1069",-8.9628677366309,88.3612803247815,"1069"
"ANCASH","SANTA",88,468829,0.000187701699340271,-8.58012394256081,14,72.9709904652269,"1070",-8.58012394256081,72.9709904652269,"1070"
"ANCASH","SANTA",85,468829,0.000181302777771853,-8.61479070743547,15,74.2468500874096,"1071",-8.61479070743547,74.2468500874096,"1071"
"ANCASH","SANTA",106,468829,0.000226095228750781,-8.3941120875605,16,66.4902980996661,"1072",-8.3941120875605,66.4902980996661,"1072"
"ANCASH","SANTA",126,468829,0.00026875470587357,-8.22133945114755,17,60.9875488163551,"1073",-8.22133945114755,60.9875488163551,"1073"
"ANCASH","SANTA",136,468829,0.000290084444434965,-8.14499382186278,18,58.7033568024908,"1074",-8.14499382186278,58.7033568024908,"1074"
"ANCASH","SANTA",116,468829,0.000247424967312176,-8.30399910301438,19,63.5609667446983,"1075",-8.30399910301438,63.5609667446983,"1075"
"ANCASH","SANTA",92,468829,0.000196233594764829,-8.5356953314121,20,71.3678626948491,"1076",-8.5356953314121,71.3678626948491,"1076"
"ANCASH","SANTA",82,468829,0.000174903856203435,-8.65070254883534,21,75.592061753953,"1077",-8.65070254883534,75.592061753953,"1077"
"ANCASH","SANTA",89,468829,0.000189834673196411,-8.5688303702073,22,72.5601000818426,"1078",-8.5688303702073,72.5601000818426,"1078"
"ANCASH","SANTA",87,468829,0.000185568725484132,-8.59154651798311,23,73.3889411686121,"1079",-8.59154651798311,73.3889411686121,"1079"
"ANCASH","SANTA",69,468829,0.000147175196073622,-8.82320763921386,24,82.4015147477023,"1080",-8.82320763921386,82.4015147477023,"1080"
"ANCASH","SANTA",77,468829,0.000164238986922737,-8.71357927000051,25,78.006303302908,"1081",-8.71357927000051,78.006303302908,"1081"
"ANCASH","SANTA",69,468829,0.000147175196073622,-8.82320763921386,26,82.4015147477023,"1082",-8.82320763921386,82.4015147477023,"1082"
"ANCASH","SANTA",56,468829,0.000119446535943809,-9.0318048402739,27,91.4600641964405,"1083",-9.0318048402739,91.4600641964405,"1083"
"ANCASH","SANTA",46,468829,9.81167973824145e-05,-9.22833330445763,28,100.903705607351,"1084",-9.22833330445763,100.903705607351,"1084"
"ANCASH","SANTA",50,468829,0.000106648692806972,-9.14503315129846,29,96.787376299497,"1085",-9.14503315129846,96.787376299497,"1085"
"ANCASH","SANTA",42,468829,8.95849019578567e-05,-9.31920812014718,30,105.594264893173,"1086",-9.31920812014718,105.594264893173,"1086"
"ANCASH","SANTA",28,468829,5.97232679719045e-05,-9.72411587616597,31,129.289999329828,"1087",-9.72411587616597,129.289999329828,"1087"
"ANCASH","SANTA",23,468829,4.90583986912072e-05,-9.92046284720609,32,142.626799285742,"1088",-9.92046284720609,142.626799285742,"1088"
"ANCASH","SANTA",32,468829,6.82551633964622e-05,-9.59079345417337,33,120.952357342179,"1089",-9.59079345417337,120.952357342179,"1089"
"ANCASH","SANTA",17,468829,3.62605555543706e-05,-10.2220260094986,34,165.838264762434,"1090",-10.2220260094986,165.838264762434,"1090"
"ANCASH","SANTA",16,468829,3.41275816982311e-05,-10.2824787565235,35,170.927480902402,"1091",-10.2824787565235,170.927480902402,"1091"
"ANCASH","SANTA",16,468829,3.41275816982311e-05,-10.2824787565235,36,170.927480902402,"1092",-10.2824787565235,170.927480902402,"1092"
"ANCASH","SANTA",18,468829,3.839352941051e-05,-10.1650203980549,37,161.178137758166,"1093",-10.1650203980549,161.178137758166,"1093"
"ANCASH","SANTA",12,468829,2.55956862736733e-05,-10.5691874294248,38,197.274017633172,"1094",-10.5691874294248,197.274017633172,"1094"
"ANCASH","SANTA",13,468829,2.77286601298128e-05,-10.4894441284,39,189.56312152929,"1095",-10.4894441284,189.56312152929,"1095"
"ANCASH","SANTA",18,468829,3.839352941051e-05,-10.1650203980549,40,161.178137758166,"1096",-10.1650203980549,161.178137758166,"1096"
"ANCASH","SANTA",10,468829,2.13297385613945e-05,-10.7507309482082,41,216.018807165425,"1097",-10.7507309482082,216.018807165425,"1097"
"ANCASH","SANTA",15,468829,3.19946078420917e-05,-10.3468225219357,42,176.515953601895,"1098",-10.3468225219357,176.515953601895,"1098"
"ANCASH","SANTA",13,468829,2.77286601298128e-05,-10.4894441284,43,189.56312152929,"1099",-10.4894441284,189.56312152929,"1099"
"ANCASH","SANTA",19,468829,4.05265032666495e-05,-10.1110899145122,44,156.890005398781,"1100",-10.1110899145122,156.890005398781,"1100"
"ANCASH","SANTA",15,468829,3.19946078420917e-05,-10.3468225219357,45,176.515953601895,"1101",-10.3468225219357,176.515953601895,"1101"
"ANCASH","SANTA",30,468829,6.39892156841834e-05,-9.65523445024835,46,124.912966291272,"1102",-9.65523445024835,124.912966291272,"1102"
"ANCASH","SANTA",28,468829,5.97232679719045e-05,-9.72411587616597,47,129.289999329828,"1103",-9.72411587616597,129.289999329828,"1103"
"ANCASH","SANTA",34,468829,7.25211111087411e-05,-9.53025489178198,48,117.346071609506,"1104",-9.53025489178198,117.346071609506,"1104"
"ANCASH","SANTA",51,468829,0.000108781666663112,-9.12524889239884,49,95.8346629946112,"1105",-9.12524889239884,95.8346629946112,"1105"
"ANCASH","SANTA",50,468829,0.000106648692806972,-9.14503315129846,50,96.787376299497,"1106",-9.14503315129846,96.787376299497,"1106"
"ANCASH","SANTA",73,468829,0.000155707091498179,-8.7668919088871,51,80.1136261984538,"1107",-8.7668919088871,80.1136261984538,"1107"
"ANCASH","SANTA",85,468829,0.000181302777771853,-8.61479070743547,52,74.2468500874096,"1108",-8.61479070743547,74.2468500874096,"1108"
"ANCASH","SANTA",71,468829,0.000151441143785901,-8.79465339374042,53,81.2334165900008,"1109",-8.79465339374042,81.2334165900008,"1109"
"ANCASH","SANTA",74,468829,0.000157840065354319,-8.75329493010286,54,79.5708217763077,"1110",-8.75329493010286,79.5708217763077,"1110"
"ANCASH","SANTA",48,468829,0.000102382745094693,-9.18581611409625,55,98.7812744614245,"1111",-9.18581611409625,98.7812744614245,"1111"
"ANCASH","SANTA",50,468829,0.000106648692806972,-9.14503315129846,56,96.787376299497,"1112",-9.14503315129846,96.787376299497,"1112"
"ANCASH","SANTA",47,468829,0.000100249771238554,-9.20684876236026,57,99.8255718222819,"1113",-9.20684876236026,99.8255718222819,"1113"
"ANCASH","SANTA",47,468829,0.000100249771238554,-9.20684876236026,58,99.8255718222819,"1114",-9.20684876236026,99.8255718222819,"1114"
"ANCASH","SANTA",62,468829,0.000132244379080646,-8.93010310030528,59,86.9255104475875,"1115",-8.93010310030528,86.9255104475875,"1115"
"ANCASH","SANTA",75,468829,0.000159973039210458,-8.73988035182726,60,79.0389031279572,"1116",-8.73988035182726,79.0389031279572,"1116"
"ANCASH","SANTA",84,468829,0.000179169803915713,-8.62661860249121,61,74.6872430097004,"1117",-8.62661860249121,74.6872430097004,"1117"
"ANCASH","SANTA",125,468829,0.000266621732017431,-8.22930464521626,62,61.2309219542925,"1118",-8.22930464521626,61.2309219542925,"1118"
"ANCASH","SANTA",144,468829,0.00030714823528408,-8.08785455311777,63,57.0499543743263,"1119",-8.08785455311777,57.0499543743263,"1119"
"ANCASH","SANTA",134,468829,0.000285818496722686,-8.15980376425204,64,59.1396669068161,"1120",-8.15980376425204,59.1396669068161,"1120"
"ANCASH","SANTA",141,468829,0.000300749313715662,-8.10890103745171,65,57.6534747861371,"1121",-8.10890103745171,57.6534747861371,"1121"
"ANCASH","SANTA",129,468829,0.000275153627441988,-8.19781760373084,66,60.274480299026,"1122",-8.19781760373084,60.274480299026,"1122"
"ANCASH","SANTA",113,468829,0.000241026045743757,-8.33019074981152,67,64.3988241823613,"1123",-8.33019074981152,64.3988241823613,"1123"
"ANCASH","SANTA",95,468829,0.000202632516333247,-8.50362310132203,68,70.232526955279,"1124",-8.50362310132203,70.232526955279,"1124"
"ANCASH","SANTA",71,468829,0.000151441143785901,-8.79465339374042,69,81.2334165900008,"1125",-8.79465339374042,81.2334165900008,"1125"
"ANCASH","SANTA",53,468829,0.000113047614375391,-9.08681726984194,70,94.010702758448,"1126",-9.08681726984194,94.010702758448,"1126"
"ANCASH","SANTA",37,468829,7.89200326771595e-05,-9.44580915945088,71,112.494527917196,"1127",-9.44580915945088,112.494527917196,"1127"
"ANCASH","SANTA",25,468829,5.33243464034861e-05,-9.8372439907415,72,136.81395296846,"1128",-9.8372439907415,136.81395296846,"1128"
"ANCASH","SANTA",13,468829,2.77286601298128e-05,-10.4894441284,73,189.56312152929,"1129",-10.4894441284,189.56312152929,"1129"
"ANCASH","SANTA",9,468829,1.9196764705255e-05,-10.8555731079573,74,227.644807863053,"1130",-10.8555731079573,227.644807863053,"1130"
"ANCASH","SANTA",11,468829,2.34627124175339e-05,-10.6558450777289,75,206.009552456898,"1131",-10.6558450777289,206.009552456898,"1131"
"ANCASH","SANTA",4,468829,8.53189542455778e-06,-11.6600464449384,76,340.366583132471,"1132",-11.6600464449384,340.366583132471,"1132"
"ANCASH","SANTA",9,468829,1.9196764705255e-05,-10.8555731079573,77,227.644807863053,"1133",-10.8555731079573,227.644807863053,"1133"
"ANCASH","SANTA",3,468829,6.39892156841834e-06,-11.9438743073787,78,392.264812454069,"1134",-11.9438743073787,392.264812454069,"1134"
"ANCASH","SANTA",6,468829,1.27978431368367e-05,-11.2584504592707,79,278.446302097089,"1135",-11.2584504592707,278.446302097089,"1135"
"ANCASH","SANTA",1,468829,2.13297385613945e-06,-13.0121762931285,80,669.203464759556,"1136",-13.0121762931285,669.203464759556,"1136"
"ANCASH","SANTA",2,468829,4.26594771227889e-06,-12.3416752760239,81,478.586820752001,"1137",-12.3416752760239,478.586820752001,"1137"
"ANCASH","SANTA",9,468829,1.9196764705255e-05,-10.8555731079573,82,227.644807863053,"1138",-10.8555731079573,227.644807863053,"1138"
"ANCASH","SANTA",7,468829,1.49308169929761e-05,-11.1054079981933,83,257.934067283247,"1139",-11.1054079981933,257.934067283247,"1139"
"ANCASH","SANTA",3,468829,6.39892156841834e-06,-11.9438743073787,84,392.264812454069,"1140",-11.9438743073787,392.264812454069,"1140"
"ANCASH","SANTA",2,468829,4.26594771227889e-06,-12.3416752760239,85,478.586820752001,"1141",-12.3416752760239,478.586820752001,"1141"
