"prov_cdc","log_mort_cum","log_mort1","day_first_peak","log_mort2","day_second_peak","n_peak","dist_peaks","rt","day_rt","HDI","HDI_low","education_years","perc_essalud","mob","mig_in_perc","mig_out_perc","dens_pop","perc_fem","perc_65_plus","med_ratio","enf_ratio","altitud","ide","ocup_perc","bed_ratio","med2_ratio","log_essalud","log_pop_dens","log_med_ratio","deaths","pop","mort_first_peak","mort_second_peak","log_mig_in","mort_cum"
"VICTOR FAJARDO",-5.3118206821569,-9.28057594913761,169,-9.15760054883185,374,2,205,1.19784428360555,173,0.375382199657322,"Low HDI",5.72956489802062,0.177781093042916,NA,0.0559028219280417,0,8.8595133651991e-06,0.490799557395189,0.100446703003975,0.0004982358503419,0.00184347264626503,3105,0.711960320411166,0.371621339362028,0.00104629528571799,0.00059788302041028,-1.72720229989796,-11.6340187197768,-7.60443699798631,99.0080746394717,20070.8158458244,9.32174195086834e-05,0.00010541553426149,-2.88414041837714,0.00493293722587115
"VILCAS HUAMAN",-5.44956191414938,-9.12990649718679,175,-8.65709259636001,375,2,200,1.31438527209867,338,0.314307958949445,"Low HDI",4.76510026411035,0.0791767985291501,NA,0.0597690620764283,0,1.67546056226126e-05,0.483403517463463,0.0950788539344398,0.000557292899565556,0.00141856374434869,3494,0.689339424428703,0.257729343226705,0.000810607853913535,0.0013172377626095,-2.53607197094363,-10.9968373749444,-7.49241960424591,84.8387980970677,19738.2740899358,0.0001083757180601,0.00017388913858764,-2.81726710848211,0.00429818725337924
"CAJABAMBA",-5.9405976111338,-9.87323526196289,187,-9.11619371302152,427,2,240,1.2981244990594,173,0.350381975931075,"Low HDI",4.67969015653788,0.0908610461505939,-32,0.010682476107351,0.00252198873028811,4.41376449514932e-05,0.493059157712733,0.0710139557860936,0.000545544266321882,0.00107840145668279,2687,0.665060394442928,0.299540484026293,0.00038061227882922,0.000520170114399934,-2.39842390484314,-10.0281975126258,-7.51372660782238,207.333604590006,78820.3683083512,5.15357270357914e-05,0.00010987208713561,-4.53915062706446,0.00263045719069596
"CAJAMARCA",-5.54019898632266,-8.63228108728117,170,-8.50423418963683,422,2,252,1.54623174698496,109,0.535394003901843,"High HDI",7.98882852622377,0.212982122818447,-42.5,0.00405324107867937,0.00841191742341925,0.000132741167249541,0.478033820051992,0.0525456969065531,0.000830620636501183,0.00140293851409041,2731,0.747007097195902,0.357594500843612,0.000929383456085165,0.00137508233420775,-1.54654704722489,-8.92710943678252,-7.09333738178228,1550.21979617474,394885.445396146,0.00017825755999035,0.00020260866670687,-5.50823845156548,0.0039257455909006
"CELENDIN",-5.83804540810547,-9.47414212344212,184,-8.82456430598485,438,2,254,1.35430009203864,173,0.322969234443926,"Low HDI",4.88058033243385,0.0782712053006929,-23,0.0223163689934419,0.00145211324466294,3.3166759578278e-05,0.482617078176504,0.0700084996994009,0.000239060676559022,0.000648878979231631,2629,0.653067871631563,0.322793540839699,0.000330131410486269,0.000318747568745363,-2.54757549201613,-10.3139624011166,-8.33879316143804,256.023744224647,87843.8072805139,7.6812580437777e-05,0.00014707552818094,-3.80243483420806,0.00291453378616753
"CHOTA",-6.18536135387672,-10.3072372606966,193,-9.57418082718963,461,2,268,1.2822778792911,173,0.360510072551923,"Low HDI",4.93057635087941,0.0843660829183685,-7.5,0.0305828122069512,0.00110583797079811,3.81741422162405e-05,0.477629907847138,0.0748719430349651,0.000592432481352892,0.00173547868066906,2430,0.6855374882134,0.324324411203769,0.000383338664404813,0.00030667093152385,-2.47258981930483,-10.1733521768896,-7.43127364697096,295.46888925201,143476.265524625,3.33905624029288e-05,6.95002069854793e-05,-3.48731712041547,0.00205935726143707
"CONTUMAZA",-5.43320086591446,-9.44195538504353,169,-8.5703725435387,414,2,245,1.20537531137781,173,0.422103348701852,"High HDI",6.25671146467925,0.135846603834904,-42,0.0471232013552785,0,1.39702142138586e-05,0.49805737730395,0.0935256270786063,0.000691584387993355,0.00155606487298505,2695,0.659510831470299,0.321271969344236,0.00235138691917741,0.00121027267898837,-1.99622894279729,-11.1785830509648,-7.27652537816159,126.350120281077,28919.1027837259,7.93251455973228e-05,0.00018964198675332,-3.05498980146961,0.00436908853037377
"CUTERVO",-6.22924264699606,-10.3537764702165,173,-9.38212476790977,436,2,263,1.22913162333101,173,0.354765665560503,"Low HDI",4.89019814361015,0.0793552181440156,-52,0.0467840158199801,0,4.10604880423675e-05,0.493408437200384,0.0607551745530427,0.000651870676867581,0.00112669005878347,2665,0.658873635175849,0.329088658713668,0.000651870676867581,0.000780635255014264,-2.53382107306268,-10.100464260366,-7.33566436407386,244.905120371819,124257.7751606,3.18721978092614e-05,8.42160726873223e-05,-3.06221367670551,0.00197094403191499
"HUALGAYOC",-6.17230231650712,-9.67940956800256,167,-9.2096419384069,427,2,260,1.33986046050405,109,0.369343332788354,"Low HDI",4.38253245338581,0.105242225187314,-19,0.00735060825696213,0.00101987958137267,0.000120574454031648,0.479446349353945,0.06581623757773,0.000410700251257092,0.000979362137613065,2556,0.67028780834506,0.339930652025039,0.000221146289138434,0.000305392494524504,-2.25149067910243,-9.0232431200589,-7.79764692522427,198.126606842913,94959.7665952891,6.25584293711311e-05,0.00010006986775308,-4.91297221313221,0.00208642685156665
"JAEN",-5.3458259707019,-8.43311974132607,163,-9.15919525972104,440,2,277,1.56161875926973,109,0.494398319418157,"High HDI",7.07986919213984,0.133326502437551,-37,0.0161351192226189,0.0103920237139557,3.70124350219925e-05,0.504876615160844,0.0483078792950576,0.000624440775851235,0.00146236557763452,728,0.690882289980988,0.386233732853483,0.000667137581037644,0.000827250600486679,-2.01495425357302,-10.2042566201074,-7.37865406740135,893.371074480517,187367.64882227,0.00021754175663661,0.00010524756093116,-4.1267570644371,0.00476801134078346
"SAN IGNACIO",-6.32111029199344,-9.76492388917004,183,-9.78119962572956,457,2,274,1.35504652130206,173,0.359697614389447,"Low HDI",5.35322724669787,0.0532460572653499,11,0.0251154696285749,0,2.92183383057338e-05,0.517892697267321,0.0423264515266921,0.000350352882196365,0.000965257940745089,1295,0.665181262962315,0.37320697633925,0.000164451352867682,0.000300302470454028,-2.9328315190991,-10.4407140216457,-7.95656967656143,251.458931677876,139858.989293362,5.74311402218315e-05,5.65039717552446e-05,-3.68427130282794,0.00179794615239516
"SAN MARCOS",-5.81071943232964,-10.0526718467862,178,-8.81404702661857,423,2,245,1.24521625433388,401,0.338971877022097,"Low HDI",4.68762339369651,0.0786229549092572,NA,0.028953316642616,0,3.64095122963651e-05,0.491564905639775,0.0725217929352673,0.000304576460235424,0.0010761701594985,2280,0.670938912464002,0.29998691455644,0.000243661168188339,0.000649763115168904,-2.54309157499289,-10.2206804906383,-8.09658840139753,147.513422283226,49248.7173447537,4.30705173647715e-05,0.00014863052543546,-3.54207051701337,0.00299527439974922
"SAN MIGUEL",-5.91367705360606,-10.1588509369476,160,-9.20026494463395,438,2,278,1.28301506121877,110,0.370704804639486,"Low HDI",5.15528368488564,0.0696088439067828,NA,0.0503587450527678,0,1.85405366933982e-05,0.484226259319229,0.0914930339317806,0.000382940968415161,0.00134029338945306,2612,0.668015427812079,0.336527682115817,0.000595685950868028,0.000850979929811468,-2.66486365208798,-10.8955510503816,-7.86762971012713,127.017441848347,47004.6338329764,3.87317478271236e-05,0.00010101263553571,-2.98858298964056,0.00270223234372346
"SAN PABLO",-5.15471819782884,-9.08845395868629,190,-8.9229923848924,438,2,248,1.30125759355899,173,0.312599948625524,"Low HDI",4.82518588859006,0.0765330300445455,NA,0.0459240049132611,0,2.958449353721e-05,0.475140473352631,0.0791333219819513,0.000457591262674261,0.00137277378802278,2391,0.659078653920534,0.312436053539872,0.000457591262674261,0.000457591262674261,-2.57003286604528,-10.4282602008867,-7.68953421188722,113.526988340874,19668.2077087794,0.00011296257840164,0.00013328879605764,-3.08076731576379,0.00577210643805629
"SANTA CRUZ",-5.75174398161802,-9.45721044153381,168,-9.34466778375241,438,2,270,1.19889315701063,173,0.390976160229843,"Low HDI",5.99244324187291,0.120143149284254,NA,0.0491736861241106,0,2.89501521191292e-05,0.502237234602562,0.0893577820670293,0.000475352264528794,0.00132598263263295,2036,0.68359305737177,0.353310012056177,NA,NA,-2.1190713364506,-10.4499350994123,-7.6514544192518,126.995216043492,39970.3576017131,7.81242194081105e-05,8.74303760389058e-05,-3.01239663343486,0.00317723492266302
"CALLAO",-4.66502369281714,-8.17491937557712,99,-8.2374890316702,386,2,287,2.50361651617069,58,0.640163109859599,"High HDI",9.95816444902044,0.384790657359421,-54,0,0.00810802343971664,0.00744217478909136,0.487486128215093,0.0837083202614685,0.00128200575222976,0.000935414204576906,27,0.808428216023754,0.450026262285651,0.00179902076806551,0.00238592855456054,-0.955055839696814,-4.90059216248974,-6.65932943357503,9837.76752189148,1044457.09207709,0.00028162916347191,0.00026454768703463,-Inf,0.00941902505762809
"ACOMAYO",-5.51108751977128,-9.21412516480314,192,-9.18422149538258,441,2,249,1.32852693816101,173,0.297651102095443,"Low HDI",5.03097932932135,0.0549258936355711,NA,0.0609486846382825,0,2.48187846008385e-05,0.489239902470052,0.0964698399236722,0.000736055939880574,0.00116903002216326,3235,0.738806692344631,0.350957200181011,0,0.000519568898739229,-2.90177039073784,-10.6039097479268,-7.21420443685113,93.3476094443072,23096.0706638116,9.96222360473978e-05,0.00010264629636415,-2.79772300428392,0.00404170955324319
"ANTA",-5.37712443773545,-9.2152252716665,186,-8.63171773037225,419,2,233,1.37405759225529,173,0.394515119323147,"Low HDI",6.48583703036108,0.0795822510052308,NA,0.0410765667018463,0,2.77558039326965e-05,0.494951952317236,0.0952438876049142,0.000482509814019926,0.000890787348959863,3363,0.714652077991473,0.351097204006862,NA,NA,-2.53096418831616,-10.492065588913,-7.63650929745442,249.007096918795,53884.9143468951,9.95127012028427e-05,0.00017835801091054,-3.19231747331886,0.00462109107784344
"CALCA",-6.21438786621099,-10.025711687334,188,-9.45675259987961,429,2,241,1.39306129995757,173,0.389339846392094,"Low HDI",6.11375543241651,0.0777610640487689,-11,0.020928722472594,0.00321601505632315,2.00631725530208e-05,0.493355481727575,0.073406106628698,0.000634801762873041,0.00117085658485472,2955,0.715023574009019,0.389354145617422,0,0,-2.55411443516883,-10.8166246347439,-7.3621977922632,141.807771097467,70888.2719486081,4.42474999091829e-05,7.81599961193667e-05,-3.86663278248584,0.0020004405129282
"CANAS",-5.78132022663666,-9.70117006665539,182,-9.07453745229479,468,3,286,1.3384731878525,173,0.256786798672869,"Low HDI",5.21781298101526,0.0328777244181751,NA,0.0453803804652758,0,1.63743475977765e-05,0.491583665338645,0.0923057768924303,0.000586914053663299,0.0010857909992771,3925,0.639552357434633,0.237061033649045,0.00123251951269293,0.00105644529659394,-3.41495991988216,-11.0197946185938,-7.44063216510259,105.113867192558,34076.539614561,6.12118312130454e-05,0.00011454561244903,-3.09267541567978,0.0030846402945105
"CANCHIS",-5.39138953412207,-9.11669634686201,195,-8.83160210427344,377,4,182,1.48121960797377,173,0.468225536616414,"High HDI",7.45742860283051,0.127038653496774,-19,0.0132940578568294,0.0092087229108983,2.47226871165634e-05,0.479611669076182,0.085335146054937,0.00088108316936335,0.00135236021344142,3593,0.745852501639586,0.418715709855292,0.0012806441415165,0.00117819261019518,-2.0632638805888,-10.6077892291561,-7.03435853312019,444.662823626779,97607.130620985,0.00010981687558325,0.0001460440741206,-4.32043812127131,0.00455563872022255
"CHUMBIVILCAS",-6.11602495638745,-10.6246864568809,180,-8.94336899736014,354,3,174,1.32980125247516,338,0.33722823720575,"Low HDI",5.00834850424487,0.0647191687998795,NA,0.0353075073714612,0,1.41031798184402e-05,0.504041303186754,0.0832710224912468,0.000610071016673893,0.0012731916869716,3676,0.653317999914828,0.315393198991763,0.000437659642396488,0.000663120670297709,-2.7376978493323,-11.1691102669674,-7.40193518679642,166.426143245702,75401.0578158458,2.43084518123834e-05,0.00013060030609565,-3.34365966424217,0.00220721231328305
"CUSCO",-5.34168555474545,-8.2183918343321,182,-8.69659296486066,426,2,244,1.58941174866668,171,0.665288583510104,"High HDI",11.1111597730296,0.309612858253572,-42.8333333333333,0.00016338682286443,0.029024504461404,0.000916369662529809,0.482424374083528,0.0612263075001358,0.00110939415129043,0.00144757378105182,3439,0.826478607650598,0.48087544554412,0.00233014013189253,0.00169708436154651,-1.1724326063022,-6.99509071298551,-6.80394122231447,2321.83761770637,484949.374732334,0.00026964835563858,0.00016715434265311,-8.71939002221477,0.00478779381659766
"ESPINAR",-6.08213343356809,-9.46174078609706,177,-9.55873804446576,464,2,287,1.30564332923059,173,0.463360639814818,"High HDI",6.97489577821662,0.18175818832274,-23,0.011256195117182,0.00466957122858724,1.21284001606703e-05,0.509314398064982,0.0767642191323536,0.000708846741263046,0.00100813758757411,3976,0.652421868403537,0.379412423861422,0.000693094591457201,0.000913624688739038,-1.70507811091353,-11.3199607348303,-7.25187121662775,144.951654970611,63483.3982869379,7.77710902777436e-05,7.05818135941432e-05,-4.48683662481585,0.00228330018370229
"LA CONVENCION",-5.80044994452411,-9.62757978164709,185,-9.22217758782571,407,2,222,1.37133166692303,173,0.45051159283271,"High HDI",7.11999455562629,0.0896036643379455,-36.25,0.0214223084103319,0.000603007294571596,5.02426142543604e-06,0.531086871411171,0.0586664781625196,0.000849507573848284,0.00178021807754971,1086,0.687195977890566,0.437123411426861,0.00133672515296715,0.000824522056970393,-2.41235906320864,-12.2012320948345,-7.07085370123778,484.471517624339,160092.745711398,6.58863162847595e-05,9.88232568368325e-05,-3.84332245084613,0.00302619282011506
"PARURO",-5.19413080716506,-8.75996377689888,181,-9.12354007936068,444,3,263,1.3239741053739,173,0.248395089228038,"Low HDI",4.38265784995617,0.0383306606172019,NA,0.0716590878860116,0,1.2824874535746e-05,0.501924927815207,0.102951555983317,0.000594811965969453,0.00138789458726206,3086,0.709394120790782,0.331719875371981,0,0.000436195441710932,-3.26150516474728,-11.2641239497431,-7.42726522594537,139.935922286845,25218.0535331906,0.00015689029153649,0.00010906788413483,-2.6358352955423,0.00554903740301245
"PAUCARTAMBO",-6.00824511275221,-9.95461546042031,186,-8.90616405561562,423,2,237,1.38400534263649,173,0.242395128877282,"Low HDI",3.82613137283929,0.0315970261622436,NA,0.0359286287579808,0,8.20094766936721e-06,0.501302432484198,0.056464278873779,0.000400575333263508,0.00105414561385134,2917,0.653697450342292,0.338325418827159,0,0.000400575333263508,-3.45469227160754,-11.7112608409367,-7.82260871110785,116.606215366073,47431.7773019272,4.75078565085722e-05,0.00013555080332644,-3.32622084284937,0.00245839860951901
"QUISPICANCHI",-5.55483270415012,-9.46929512200769,191,-9.02169439895429,439,2,248,1.41570714740431,173,0.346616053888373,"Low HDI",5.44572334871301,0.0648404437835983,-25,0.0255287648731057,0,1.20325554913644e-05,0.489719217742817,0.0735933573691686,0.000429838077530427,0.000927545325197236,3179,0.696383589379661,0.309800928541121,0,0.000384591964106171,-2.73582573785063,-11.3278946239897,-7.75210198407738,342.015288627852,88405.3832976445,7.71857948801368e-05,0.00012076133490911,-3.66794942833089,0.00386871563552131
"URUBAMBA",-5.70587875573592,-9.23833737752083,194,-9.00855625329798,395,2,201,1.61152388086436,172,0.53802549264507,"High HDI",8.1306539409039,0.168063353035117,-66,0.0154858578497406,0.00361431358437278,4.48349161563596e-05,0.502402352334905,0.0789062855237431,0.000416646234732719,0.000663547707166923,2885,0.753916751618078,0.429729193801222,NA,NA,-1.78341426926423,-10.0125233436109,-7.78327305417985,215.558247802432,64803.1777301927,9.72391278579158e-05,0.00012235838307022,-4.16782806833517,0.00332635304860984
"ACOBAMBA",-6.12402084981265,-9.38299972957143,181,-8.79257160066447,421,2,240,1.27437582066013,173,0.308727887798234,"Low HDI",5.15688784510007,0.0594116415410385,NA,0.0283065640483802,0,7.06156923351514e-05,0.481126593390289,0.0382042754169706,0.000519363138719676,0.00132895861966505,3449,0.701801059084214,0.312855768686465,0.00650731462042889,0.00054991391158554,-2.82326508627683,-9.55825816712749,-7.56290723021885,143.343938242708,65464.7922912206,8.41424190791663e-05,0.00015185694969698,-3.56466155605562,0.00218963404947565
"ANGARAES",-5.79324783001367,-9.1165386545765,176,-9.19724092608421,421,2,245,1.25055781494613,173,0.325894433932419,"Low HDI",5.44468259688487,0.174365435811978,NA,0.0253462184088273,0,3.11420465387417e-05,0.490547768351162,0.0439874585023976,0.000578599902928317,0.00142170261862386,3345,0.663669747148145,0.26350346992703,0.000462879922342654,0.000826571289897596,-1.74660197630083,-10.3769516731418,-7.45489933319219,184.380132624118,60490.8501070664,0.00010983419422282,0.00010131856194977,-3.67512573526686,0.00304806648109214
"CASTROVIRREYNA",-5.24095702778628,-9.06044987857405,141,-8.71984218216178,448,2,307,1.21140223480693,109,0.395403763628716,"Low HDI",7.11448540310293,0.124231154341296,NA,0.0710618749104585,0,4.11582404382027e-06,0.507001522070015,0.0767630644342973,0.00159698353983725,0.0033168119673543,3989,0.635420094840312,0.401421881143308,NA,NA,-2.08561130083083,-12.4006714902211,-6.43963871672958,86.2093143524362,16280.6937901499,0.0001161707021179,0.00016331296258685,-2.64420430384487,0.00529518676928832
"CHURCAMPA",-5.83792482117846,-9.90997443047669,139,-9.1907102354495,417,2,278,1.25497858561377,109,0.320636220266902,"Low HDI",5.02498223400303,0.0771713073944311,NA,0.052089636075781,0,2.88091310220935e-05,0.491701742525026,0.0513161625193553,0.000748618274597031,0.000950169348527001,3295,0.684774234950884,0.315088945603983,0.000115172042245697,0.000230344084491394,-2.56172755691153,-10.4548181716937,-7.19728135109403,101.235862634558,34730.6509635974,4.96767058215821e-05,0.00010198240745883,-2.95478927370018,0.00291488526203173
"HUANCAVELICA",-5.54557480580799,-8.54734689316495,182,-8.72597957296228,406,2,224,1.48562489472093,172,0.426498716124205,"High HDI",7.39992418657104,0.187790081179272,-46.6666666666667,0.0261763448248954,0.00442595773674766,3.30265078698296e-05,0.484176846647502,0.042084745658823,0.00103889874631858,0.00273432378371349,3746,0.732806004329952,0.326634290389249,0.00129140885827101,0.00145012950006969,-1.6724305294746,-10.3182000501628,-6.86959402462778,541.22360879499,138608.310492505,0.00019405927716708,0.00016231371663073,-3.64289914532585,0.00390469811566065
"HUAYTARA",-5.10417888816987,-8.443698660053,169,-8.85167014912981,450,2,281,1.20445355334565,173,0.401376031385841,"Low HDI",6.62698453160886,0.0917840783904447,NA,0.0528808410052998,0,3.0033961000119e-06,0.516011829319814,0.0874102239121251,0.001852748381187,0.00385989246080625,2732,0.615092182837059,0.347925855427787,NA,NA,-2.38831643441039,-12.7157668762254,-6.29108513086845,117.9693896603,19430.5931477516,0.00021525253019326,0.00014314246725731,-2.93971417953152,0.00607132210340942
"TAYACAJA",-5.98779406112445,-9.78200520270587,181,-9.06604978830192,379,2,198,1.39421567353021,338,0.36393637351504,"Low HDI",5.39033004807055,0.0574917386337113,-16,0.0443733639925784,0,2.75645904863099e-05,0.496154957036609,0.0430175463932414,0.000783098532925411,0.00173783510046461,3282,0.701680569411373,0.348520994335677,0.000396912955044386,0.000439822463697834,-2.85611401743666,-10.498978562325,-7.15225202962835,233.905551930831,93219.4314389721,5.64584717858533e-05,0.00011552197477558,-3.11511589963907,0.00250919307616633
"AMBO",-5.50719036726224,-9.66771126073104,178,-8.86261369444629,354,3,176,1.26516551115443,173,0.375436336723439,"Low HDI",5.24769388230095,0.0921580188679245,NA,0.0369363296585854,0,3.15606438665925e-05,0.49348816648531,0.0807943416757345,0.000685174667973151,0.00227719816120488,2106,0.635862769329207,0.315663156155687,0,6.04565883505721e-05,-2.38425057892442,-10.3635996608451,-7.28583676246458,201.34239566171,49622.3832976445,6.32945544139112e-05,0.00014158452145384,-3.29855966868772,0.00405749144401267
"DOS DE MAYO",-5.7156938580028,-10.0560673791372,112,-8.72510649732468,451,2,339,1.28636193130823,339,0.385045066532898,"Low HDI",5.81069931985946,0.103854711648325,NA,0.0332199788442546,0,2.97381823783791e-05,0.485599036285318,0.0714755055851646,0.000406526397810503,0.00146801199209348,3275,0.651118235293188,0.271119889561154,0.000903391995134451,0.00018067839902689,-2.26476235994124,-10.4230787358686,-7.80786169182164,145.844296705789,44277.5674518201,4.29245180426744e-05,0.00016245549066309,-3.4046038116348,0.00329386425450059
"HUACAYBAMBA",-5.21138700039399,-8.81939566883425,163,-8.49350541200001,360,2,197,1.27111714191414,338,0.318457467200167,"Low HDI",4.99618183074462,0.0740740740740741,NA,0.0316664176270464,0,1.17184670121054e-05,0.494418882072256,0.0690610088616224,0.000500853058935927,0.00125213264733982,3176,0.668379934981564,0.168019470665522,0.000350597141255149,0.000550938364829519,-2.60268968544438,-11.3543445833855,-7.59919779543603,108.896282010252,19965.9357601713,0.00014783767615629,0.00020479411265784,-3.45249854048969,0.0054541035951584
"HUAMALIES",-6.02272483158206,-10.0515956048781,168,-9.30161485681128,418,2,250,1.19633991206755,173,0.378053917211421,"Low HDI",5.5949286537834,0.0690059378543016,NA,0.0350440407381433,0,2.04920598690899e-05,0.496674829230571,0.0635648923830391,0.000509841974792547,0.00135957859944679,3489,0.642229537596298,0.300326674994797,0.000216296595366535,0.000494392217980652,-2.67356272222803,-10.795473070308,-7.58140973360832,156.834712396134,64725.9379014989,4.31168966137335e-05,9.12767135774556e-05,-3.35114970169315,0.00242305816618382
"HUANUCO",-5.32237225345639,-8.88982599581998,171,-8.28979788063789,355,3,184,1.38168678172018,338,0.528693190085859,"High HDI",8.25874287701151,0.216771132629168,-26.5,0.00603462276325651,0.0132580159110173,8.54600632808088e-05,0.488569531695279,0.062789284797164,0.000640079286741488,0.00167900194813596,1921,0.715929918080171,0.387354044569766,0.00125764322168805,0.00123834434872097,-1.52891317036165,-9.36746138727583,-7.35391850375016,1517.54788104377,310898.984113465,0.00013778363082354,0.0002510652027543,-5.11024193454601,0.00488116062962087
"LAURICOCHA",-5.77083843297297,-9.03797854745963,162,-9.02500717091178,469,3,307,1.17758200943111,173,0.422385974109054,"High HDI",7.34688074352274,0.155871622693386,NA,0.0399777442404902,0,1.47936939716341e-05,0.507803060813532,0.0678866290777285,0.000527476042572775,0.00130110757167951,3499,0.582617277580872,0.331398220876428,0,0.000105495208514555,-1.85872254197922,-11.1213095509911,-7.54740711056908,88.643160577536,28437.3104925054,0.00011881076419247,0.00012036194205925,-3.21943237370052,0.00311714290283878
"LEONCIO PRADO",-5.57258043517232,-8.55424887929078,146,-9.22777218243521,362,3,216,1.68357111926109,108,0.499959701878324,"High HDI",7.7314710944829,0.145939135946413,-58.75,0.00592617032195396,0.00579379963840188,2.98017738810775e-05,0.504829199219438,0.0510183234823775,0.000553738516528281,0.00174325088536681,667,0.655033815546715,0.40883319364905,0.000628937574328418,0.000485375736709974,-1.92456562127057,-10.4209426400139,-7.4988179744664,555.954632093106,146278.428504193,0.00019272449435351,9.82719244554582e-05,-5.12837708877333,0.00380066041027485
"MARAÑON",-6.0432100436326,-9.80525751475957,161,-9.47867654801116,466,3,305,1.184501745875,173,0.329365035168257,"Low HDI",5.10397399970228,0.0637818345729096,NA,0.0126064245618462,0,6.78074947263911e-06,0.506755119350539,0.0540106627892887,0.00041719781905913,0.00101319470342932,2914,0.563820331913797,0.262172431508748,NA,NA,-2.75228685373567,-11.9014229204341,-7.78195006241812,79.6623715650641,33557.2224024876,5.51608268700205e-05,7.64650680655817e-05,-4.37354870911152,0.00237392626271591
"PACHITEA",-6.49978633385992,-10.204572606678,179,-9.70141015158169,355,2,176,1.23513032032284,173,0.27313445048065,"Low HDI",3.35126187812268,0.0354360340934519,NA,0.0153919238028635,0,2.04269470081076e-05,0.494683510099304,0.0557454570019591,0.000269824239026142,0.00096819285768204,2536,0.561574631428522,0.301184905407268,0,3.17440281207226e-05,-3.34002606431937,-10.798655597007,-8.21773977750648,94.7428886862649,63003.9764453961,3.70007414371853e-05,6.11971369390671e-05,-4.1739123355087,0.00150376046134764
"PUERTO INCA",-5.56125961086274,-10.1636756927672,95,-9.35477121840846,434,2,339,1.24390578133085,173,0.387250062379581,"Low HDI",5.79557434444492,0.0644477226627328,NA,0.0158224432373144,0,2.58966761095885e-06,0.540140561627295,0.0364717173906313,0.000744608524061539,0.00215936471977846,215,0.466009848478183,0.381543220518237,0,3.72304262030769e-05,-2.7419008851672,-12.8639810260257,-7.20265194875135,103.247044986138,26859.7516059957,3.85453266812784e-05,8.65514763767451e-05,-4.14632588878756,0.00384393148904217
"YAROWILCA",-5.5458333159824,-9.07594244348462,141,-8.99949193348727,355,3,214,1.3275703637035,109,0.300668529919315,"Low HDI",5.07122143611143,0.0412625018847062,NA,0.0522380878191339,0,3.3070351878154e-05,0.470638198166535,0.0733093166974197,0.000619527835770378,0.00156947051728496,3475,0.59524857286578,0.232739259587559,0,0.000206509278590126,-3.18780113612682,-10.3168733906234,-7.38655292526468,94.5160640863283,24211.9871520343,0.00011438478987631,0.00012347252040616,-2.95194339845239,0.00390368884192915
"CHINCHA",-4.51173610047714,-7.8571087843574,121,-8.32234832255338,390,2,269,2.02432727998054,61,0.58832352616094,"High HDI",9.74306170099357,0.417083493651404,-48.3333333333333,0.00222199741752898,0.00316696253097262,7.99311228585578e-05,0.489553492484527,0.0765694076038904,0.000778267209286003,0.000851364129495185,140,0.759358057356675,0.422260767615948,0.000958859600391042,0.000890062499017694,-0.8744688526419,-9.43434525840103,-7.15844063608781,2553.45230307966,232567.937901499,0.00038699113028498,0.00024302449370746,-6.10934874999356,0.0109793823091863
"ICA",-4.7385154791949,-8.45668152467593,164,-8.08703950366427,366,2,202,1.69703639262954,58,0.639701672784679,"High HDI",10.7337909821647,0.382627663025294,-55.1666666666667,0.00132733925674674,0.00771880313787839,5.00314451804139e-05,0.49086094683191,0.08601243303909,0.00133587950136194,0.00139973607408478,432,0.809042352687993,0.45388512284202,0.00166537941661182,0.00254915438309601,-0.960692921857621,-9.90285884660485,-6.61816540152674,3426.28336765664,391502.376873662,0.0002124759984019,0.00030749875987143,-6.62457889937626,0.00875162852143374
"NAZCA",-4.55934202772681,-8.42692557788354,183,-8.16791597965872,407,2,224,1.30162520818908,173,0.612562282061654,"High HDI",9.96799940373585,0.316815362146999,-42.75,0.00151699602556174,0.00778930596066768,1.21439309537467e-05,0.508432117361975,0.0756270875630362,0.0009199676696882,0.00152270510844943,618,0.712253801087288,0.452197436228611,0.00117375185442977,0.00106272127360533,-1.14943612859192,-11.3186810229541,-6.99117203018193,660.021897830769,63045.6937901499,0.00021889342774698,0.00028360844676824,-6.49102319855211,0.0104689449532854
"PALPA",-3.98878860087065,-8.20798853923711,186,-8.05368638018631,353,4,167,1.2842906153598,173,0.607555711702318,"High HDI",9.25421057171256,0.223019951632406,-28,0.0419048256081737,0,8.87618668883759e-06,0.50388265746333,0.106831908384971,0.00157246376093956,0.00249744244384519,371,0.768181843928485,0.410156793580499,0.00277493604871688,0.000924978682905626,-1.50049404232053,-11.632138520123,-6.45511161516266,200.243947014536,10811.0599571734,0.00027246822961218,0.00031792775701659,-3.17235428903941,0.0185221382369329
"PISCO",-4.68281368989626,-8.37898077257427,148,-8.3182549993458,437,2,289,1.51868706856165,77,0.574090958577166,"High HDI",9.73155802585954,0.32622857294486,-49.1666666666667,0.00167069850202383,0.00448874972201807,3.67859885842105e-05,0.491956239674988,0.0672499485965074,0.000880809133762026,0.00136250162878813,39,0.758556208061354,0.407304889743468,0.000426641924165981,0.000481692495026108,-1.12015699929941,-10.2103935302854,-7.03466960276168,1344.64615654038,145320.927194861,0.00022964388556247,0.0002440213102619,-6.39451347531683,0.00925294231530289
