"stage1","LORETO","ALTO AMAZONAS"
"stage1","LORETO","DATEM DEL MARAÑON"
"stage1","LORETO","LORETO"
"stage1","LORETO","MARISCAL RAMON CASTILLA"
"stage1","LORETO","MAYNAS"
"stage1","LORETO","PUTUMAYO"
"stage1","LORETO","REQUENA"
"stage1","LORETO","UCAYALI"
"stage1","MADRE DE DIOS","MANU"
"stage1","MADRE DE DIOS","TAHUAMANU"
"stage1","MADRE DE DIOS","TAMBOPATA"
"stage1","MOQUEGUA","GENERAL SANCHEZ CERRO"
"stage1","MOQUEGUA","ILO"
"stage1","MOQUEGUA","MARISCAL NIETO"
"stage1","PASCO","DANIEL ALCIDES CARRION"
"stage1","PASCO","OXAPAMPA"
"stage1","PASCO","PASCO"
"stage1","PIURA","AYABACA"
"stage1","PIURA","HUANCABAMBA"
"stage1","PIURA","MORROPON"
"stage1","PIURA","PAITA"
"stage1","PIURA","PIURA"
"stage1","PIURA","SECHURA"
"stage1","PIURA","SULLANA"
"stage1","PIURA","TALARA"
"stage1","PUNO","AZANGARO"
"stage1","PUNO","CARABAYA"
"stage1","PUNO","CHUCUITO"
"stage1","PUNO","EL COLLAO"
"stage1","PUNO","HUANCANE"
"stage1","PUNO","LAMPA"
"stage1","PUNO","MELGAR"
"stage1","PUNO","MOHO"
"stage1","PUNO","PUNO"
"stage1","PUNO","SAN ANTONIO DE PUTINA"
"stage1","PUNO","SAN ROMAN"
"stage1","PUNO","SANDIA"
"stage1","PUNO","YUNGUYO"
"stage1","SAN MARTIN","BELLAVISTA"
"stage1","SAN MARTIN","EL DORADO"
"stage1","SAN MARTIN","HUALLAGA"
"stage1","SAN MARTIN","LAMAS"
"stage1","SAN MARTIN","MARISCAL CACERES"
"stage1","SAN MARTIN","MOYOBAMBA"
"stage1","SAN MARTIN","PICOTA"
"stage1","SAN MARTIN","RIOJA"
"stage1","SAN MARTIN","SAN MARTIN"
"stage1","SAN MARTIN","TOCACHE"
"stage1","TACNA","CANDARAVE"
"stage1","TACNA","JORGE BASADRE"
"stage1","TACNA","TACNA"
"stage1","TACNA","TARATA"
"stage1","TUMBES","CONTRALMIRANTE VILLAR"
"stage1","TUMBES","TUMBES"
"stage1","TUMBES","ZARUMILLA"
"stage1","UCAYALI","ATALAYA"
"stage1","UCAYALI","CORONEL PORTILLO"
"stage1","UCAYALI","PADRE ABAD"
"stage1","UCAYALI","PURUS"
